
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач_1_терминалом Количество_решенных_задач_2_терминалом Количество_решенных_задач_3_терминалом
57963 5793 Не_активен Активен Не_активен 920 919 919
57966 5794 Не_активен Не_активен Активен 920 920 919
57969 5794 Не_активен Не_активен Активен 920 920 919
57972 5794 Не_активен Не_активен Активен 920 920 919
57975 5794 Не_активен Не_активен Активен 920 920 919
57978 5794 Не_активен Не_активен Активен 920 920 919
57981 5794 Не_активен Не_активен Активен 920 920 919
57984 5794 Не_активен Не_активен Активен 920 920 919
57987 5795 Активен Не_активен Не_активен 920 920 920
57990 5796 Активен Не_активен Не_активен 920 920 920
57993 5796 Активен Не_активен Не_активен 920 920 920
57996 5796 Активен Не_активен Не_активен 920 920 920
57999 5796 Активен Не_активен Не_активен 920 920 920
58002 5796 Активен Не_активен Не_активен 920 920 920
58005 5796 Активен Не_активен Не_активен 920 920 920
58008 5797 Не_активен Активен Не_активен 921 920 920
58011 5797 Не_активен Активен Не_активен 921 920 920
58014 5797 Не_активен Активен Не_активен 921 920 920
58017 5797 Не_активен Активен Не_активен 921 920 920
58020 5799 Не_активен Активен Не_активен 921 920 920
58023 5799 Не_активен Активен Не_активен 921 920 920
58026 5799 Не_активен Активен Не_активен 921 920 920
58029 5800 Не_активен Не_активен Активен 921 921 920
58032 5800 Не_активен Не_активен Активен 921 921 920
58035 5800 Не_активен Не_активен Активен 921 921 920
58038 5800 Не_активен Не_активен Активен 921 921 920
58041 5800 Не_активен Не_активен Активен 921 921 920
58044 5800 Не_активен Не_активен Активен 921 921 920
58047 5800 Не_активен Не_активен Активен 921 921 920
58050 5803 Активен Не_активен Не_активен 921 921 921
58053 5803 Активен Не_активен Не_активен 921 921 921
58056 5803 Активен Не_активен Не_активен 921 921 921
58059 5803 Активен Не_активен Не_активен 921 921 921
58062 5803 Активен Не_активен Не_активен 921 921 921
58065 5803 Активен Не_активен Не_активен 921 921 921
58068 5803 Активен Не_активен Не_активен 921 921 921
58071 5804 Не_активен Активен Не_активен 922 921 921
58074 5804 Не_активен Активен Не_активен 922 921 921
58077 5804 Не_активен Активен Не_активен 922 921 921
58080 5805 Не_активен Активен Не_активен 922 921 921
58083 5805 Не_активен Активен Не_активен 922 921 921
58086 5805 Не_активен Активен Не_активен 922 921 921
58089 5805 Не_активен Активен Не_активен 922 921 921
